P4,1
P3,0.6793180889277691
P1,0.3617817342369914
P2,0.3380471274912832
P24,0.21862283581079156
P12,0.18406616343078952
P15,0.10908281411438958
P22,0.10437270849774745
P6,0.09784575239314548
P8,0.0975757034698037
P16,0.08509604545301663
P9,0.08468798291542035
P14,0.0792996487158261
P10,0.07803421824724033
P21,0.07414288972342187
P20,0.07296506745650813
P19,0.06798639370929782
P7,0.06342462335319754
P5,0.058238051671788776
P23,0.05054616754539951
P17,0.04822376673171476
P18,0.04390632723149173
P11,0.0438210814087015
P13,0.034845227754761676
